,COUNTRY_NAME,COUNTRY_CODE,INDICATOR_NAME,INDICATOR_CODE,YEAR,GDP_USD
10930,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2001,5800774717.405381
10931,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2001,12354820143.884892
10932,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2001,868358750.0
10933,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2001,3680483000.0
10934,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2001,8141537937.61068
10935,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2001,559983704094.1699
10936,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2001,3054500000.0
10937,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2001,5601090584.361221
10938,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2001,461444513.66815007
10939,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2001,5489608299.664453
10940,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2001,931833302.7528567
10941,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2001,738981792355.372
10942,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2001,468825006329.8011
10943,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2001,287226531168.5234
10944,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2001,6232906290.485102
10945,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2001,70979923960.34224
10946,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2001,1339395718862.8867
10947,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2001,16810536883.7566
10948,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2001,10953485244.423897
10949,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2001,7438189100.333333
10950,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2001,2796704577.3082027
10951,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2001,98211749595.54419
10952,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2001,378512003.4050715
10953,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2001,563024383.2966262
10954,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2001,15976174337.047129
10955,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2001,35249133311.46125
10956,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2001,31682400000.0
10959,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2001,10397897085.610199
10960,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,2001,67808032979.54291
10961,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2001,1945790973803.1519
10962,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2001,572417440.8201619
10963,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2001,340203703.7037037
10964,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2001,164791442543.37482
10965,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2001,25601765400.51525
10966,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2001,54744712814.86758
10967,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2001,1847324060835.9849
10968,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2001,3352802437861.733
10969,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2001,7787149556000.594
10970,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2001,695453936277.001
10971,Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,2001,10162993205458.984
10972,Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,2001,24468324000.0
10973,"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,2001,96684636118.59839
10974,Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2001,6596320042271.132
10975,Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,2001,752368495.5126221
10976,Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,2001,627830029412.2054
10977,Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,2001,6254649538.984872
10978,Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,2001,8231326016.474939
10979,European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,2001,7393822815819.075
10980,Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,2001,493643444205.06824
10981,Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,2001,129533107311.81119
10982,Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,2001,1652464201.0014932
10983,France,FRA,GDP (current US$),NY.GDP.MKTP.CD,2001,1377657339291.3403
10984,Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,2001,1147654635.4592204
10985,"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,2001,240970900.0
10986,Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,2001,5023265365.251694
10987,United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,2001,1643908161796.459
10988,Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,2001,3219488663.7723107
10989,Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,2001,5314909953.929917
10991,Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,2001,2829435956.5156293
10992,"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,2001,687408804.6305268
10993,Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,2001,392621385.89457613
10994,Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,2001,1461139022.0295386
10995,Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,2001,136309295225.33954
10996,Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,2001,520444185.18518513
10997,Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,2001,1086172922.5741336
10998,Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,2001,18405203853.103607
11000,Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,2001,712167575.6242766
11001,High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,2001,27425530755884.18
11002,"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,2001,169403241524.33707
11003,Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,2001,7565854723.759728
11004,Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,2001,171487691532.60077
11005,Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,2001,23273640257.196846
11006,Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,2001,6331961555.4091425
11007,Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,2001,53749989092.01972
11008,IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,2001,5922388164176.098
11009,IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,2001,6460810743374.621
11010,IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,2001,538782804038.31244
11011,IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,2001,206387009252.6927
11012,Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,2001,160446947784.90857
11013,IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,2001,333461752840.93225
11014,Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,2001,1659131243.7383714
11015,India,IND,GDP (current US$),NY.GDP.MKTP.CD,2001,485441014538.63824
11017,Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,2001,109346669229.6954
11018,"Iran, Islamic Rep.",IRN,GDP (current US$),NY.GDP.MKTP.CD,2001,126878750295.94432
11019,Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,2001,36176430128.805725
11020,Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,2001,8234846804.605819
11021,Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2001,130816321183.15619
11022,Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,2001,1168023426056.3794
11023,Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,2001,9194717835.999853
11024,Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,2001,8975689844.851904
11025,Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,2001,4374711694090.8706
11026,Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,2001,22152694161.888237
11027,Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,2001,12986007425.878052
11028,Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,2001,1525116370.279392
11029,Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,2001,3984000517.0234456
11030,Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,2001,63101272.36991828
11031,St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,2001,458643829.01419944
11032,"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,2001,547658231279.8705
11033,Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,2001,34887512226.93186
11034,Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,2001,1926198189601.8877
11035,Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,2001,1768619058.3464744
11036,Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,2001,17649751243.781094
11037,Liberia,LBR,GDP (current US$),NY.GDP.MKTP.CD,2001,906000000.0
11038,Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,2001,34110064452.15667
11039,St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,2001,892592592.5925925
11040,Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,2001,2242579744921.5244
11041,Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,2001,212480816318.8098
11042,Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,2001,188241325805.12903
11043,Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,2001,2491822706.80256
11044,Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,2001,15749753804.834377
11045,Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,2001,1541059698398.117
11046,Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,2001,6060717495507.036
11047,Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,2001,825706961.2386893
11048,Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,2001,3517506641846.1406
11049,Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,2001,12237388001.72637
11050,Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,2001,21387533703.232704
11051,Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,2001,8362398701.589434
11052,"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,2001,6860272608.452106
11054,Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2001,39459581217.375916
11055,Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,2001,2718868306.0109286
11056,Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,2001,1480673594.0560203
11057,Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,2001,5438332738.103731
11058,Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,2001,870030468.6287483
11059,Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,2001,1041162611078.1302
11060,Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,2001,756706300589.7905
11061,Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,2001,122824000.0
11062,Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,2001,5877899226030.52
11063,North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,2001,3709637829.948661
11064,Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,2001,3468327017.3402514
11065,Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,2001,4088368978.3458934
11066,Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,2001,6220271055.113289
11067,Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,2001,537954639517.41724
11068,Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,2001,1159869245.92513
11069,Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,2001,1267997934.312504
11071,Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,2001,5398568543.634923
11072,Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,2001,1746064718.7916865
11073,Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,2001,4613630622.775007
11074,Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,2001,1716502862.2954044
11075,Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,2001,92783947368.42105
11076,North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,2001,11324483674355.373
11077,Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,2001,3557333364.30795
11078,New Caledonia,NCL,GDP (current US$),NY.GDP.MKTP.CD,2001,3297734885.869563
11079,Niger,NER,GDP (current US$),NY.GDP.MKTP.CD,2001,2448714680.562214
11080,Nigeria,NGA,GDP (current US$),NY.GDP.MKTP.CD,2001,74030364472.05058
11081,Nicaragua,NIC,GDP (current US$),NY.GDP.MKTP.CD,2001,5323146565.70315
11082,Netherlands,NLD,GDP (current US$),NY.GDP.MKTP.CD,2001,431586852369.68555
11083,Norway,NOR,GDP (current US$),NY.GDP.MKTP.CD,2001,173972218824.0266
11084,Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,2001,6007055042.17687
11086,New Zealand,NZL,GDP (current US$),NY.GDP.MKTP.CD,2001,53872425916.62481
11087,OECD members,OED,GDP (current US$),NY.GDP.MKTP.CD,2001,27365397438771.348
11088,Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,2001,19452000520.156048
11089,Other small states,OSS,GDP (current US$),NY.GDP.MKTP.CD,2001,90943070776.24031
11090,Pakistan,PAK,GDP (current US$),NY.GDP.MKTP.CD,2001,79484403984.88492
11091,Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,2001,12502013400.0
11092,Peru,PER,GDP (current US$),NY.GDP.MKTP.CD,2001,52030158775.40549
11093,Philippines,PHL,GDP (current US$),NY.GDP.MKTP.CD,2001,78921234457.233
11094,Palau,PLW,GDP (current US$),NY.GDP.MKTP.CD,2001,156907900.0
11095,Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,2001,3081024212.4292445
11096,Poland,POL,GDP (current US$),NY.GDP.MKTP.CD,2001,190905493539.16806
11097,Pre-demographic dividend,PRE,GDP (current US$),NY.GDP.MKTP.CD,2001,265240009040.24063
11098,Puerto Rico,PRI,GDP (current US$),NY.GDP.MKTP.CD,2001,69208400000.0
11100,Portugal,PRT,GDP (current US$),NY.GDP.MKTP.CD,2001,121604107164.9966
11101,Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,2001,8495806432.1846695
11102,West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,2001,4003700000.0
11103,Pacific island small states,PSS,GDP (current US$),NY.GDP.MKTP.CD,2001,3395627477.4514217
11104,Post-demographic dividend,PST,GDP (current US$),NY.GDP.MKTP.CD,2001,26137679503274.695
11106,Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,2001,17538461538.461536
11107,Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,2001,40394824679.12322
11108,Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,2001,306602070620.5005
11109,Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,2001,1965444514.8997083
11110,South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,2001,645870123668.4642
11111,Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,2001,184137469733.33334
11112,Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,2001,15716489369.926556
11113,Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,2001,6507824767.063031
11114,Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,2001,89794943349.89116
11115,Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,2001,409435392.19401294
11116,Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,2001,1090467712.307731
11117,El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,2001,12282533600.0
11118,San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,2001,1077413479.0528233
11120,Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,2001,12960538723.75911
11121,Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,2001,405356535383.3039
11123,Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,2001,405983279511.0803
11124,Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,2001,129578896927.03006
11125,Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,2001,75951210.68524446
11126,Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,2001,834279357.7981651
11127,Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,2001,30778781606.95752
11128,Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,2001,20876309970.385
11129,Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,2001,242395852494.409
11130,Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,2001,1542477308.8940773
11132,Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,2001,622262057.1916347
11133,Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,2001,86771314031.1804
11134,Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,2001,358744800.0
11135,Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,2001,1710843360.6495488
11136,East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,2001,1844711092715.5295
11137,Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,2001,909748964086.0167
11138,Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,2001,1482437752.0573864
11139,Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2001,120296476180.40192
11140,Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,2001,1080768906.5002952
11141,Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,2001,3534803921.5686274
11142,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,2001,2119382460753.1865
11143,Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,2001,477443500.0
11144,Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),NY.GDP.MKTP.CD,2001,533950939517.4172
11145,Tonga,TON,GDP (current US$),NY.GDP.MKTP.CD,2001,181116952.78969955
11146,South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,2001,645870123668.4642
11147,Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,2001,405983279511.08057
11148,Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,2001,8824873259.321054
11149,Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,2001,22066031834.29485
11150,Turkey,TUR,GDP (current US$),NY.GDP.MKTP.CD,2001,201751148417.10184
11151,Tuvalu,TUV,GDP (current US$),NY.GDP.MKTP.CD,2001,13196544.946725976
11152,Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,2001,13581644245.735195
11153,Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,2001,5840503868.572455
11154,Ukraine,UKR,GDP (current US$),NY.GDP.MKTP.CD,2001,39309580983.228165
11155,Upper middle income,UMC,GDP (current US$),NY.GDP.MKTP.CD,2001,4336815144090.015
11156,Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,2001,20898788416.634758
11157,United States,USA,GDP (current US$),NY.GDP.MKTP.CD,2001,10581821399000.0
11158,Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,2001,11401421329.197435
11159,St. Vincent and the Grenadines,VCT,GDP (current US$),NY.GDP.MKTP.CD,2001,430040740.7407407
11160,"Venezuela, RB",VEN,GDP (current US$),NY.GDP.MKTP.CD,2001,122903960204.50462
11163,Vietnam,VNM,GDP (current US$),NY.GDP.MKTP.CD,2001,32685198735.30532
11164,Vanuatu,VUT,GDP (current US$),NY.GDP.MKTP.CD,2001,257926881.7204301
11165,World,WLD,GDP (current US$),NY.GDP.MKTP.CD,2001,33614851304324.35
11166,Samoa,WSM,GDP (current US$),NY.GDP.MKTP.CD,2001,273088357.16370004
11168,"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,2001,9861560094.740088
11169,South Africa,ZAF,GDP (current US$),NY.GDP.MKTP.CD,2001,135429607036.65846
11170,Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,2001,4094480988.1193056
11171,Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,2001,6777384700.0
11172,Aruba,ABW,GDP (current US$),NY.GDP.MKTP.CD,2002,1941340782.122905
11173,Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,2002,264895032411.72528
11174,Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,2002,4055179566.349814
11175,Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,2002,176933365387.39597
11176,Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,2002,15285594828.417973
11177,Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,2002,4348068242.195123
11178,Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,2002,1755910031.9969885
11179,Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,2002,803142348125.7161
11180,United Arab Emirates,ARE,GDP (current US$),NY.GDP.MKTP.CD,2002,109816201497.61743
11181,Argentina,ARG,GDP (current US$),NY.GDP.MKTP.CD,2002,97724004251.8602
11182,Armenia,ARM,GDP (current US$),NY.GDP.MKTP.CD,2002,2376335048.399756
11183,American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,2002,512000000.0
11184,Antigua and Barbuda,ATG,GDP (current US$),NY.GDP.MKTP.CD,2002,814381481.4814814
11185,Australia,AUS,GDP (current US$),NY.GDP.MKTP.CD,2002,395342716617.8317
11186,Austria,AUT,GDP (current US$),NY.GDP.MKTP.CD,2002,214394866675.2396
11187,Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,2002,6235856819.584448
11188,Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,2002,825394490.1591105
11189,Belgium,BEL,GDP (current US$),NY.GDP.MKTP.CD,2002,258383599375.17694
11190,Benin,BEN,GDP (current US$),NY.GDP.MKTP.CD,2002,4194342849.4657445
11191,Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2002,3622350203.9459534
11192,Bangladesh,BGD,GDP (current US$),NY.GDP.MKTP.CD,2002,54724081490.510185
11193,Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,2002,16402846413.095812
11194,Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,2002,9593510638.297873
11195,"Bahamas, The",BHS,GDP (current US$),NY.GDP.MKTP.CD,2002,8881160000.0
11196,Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,2002,6728771313.868047
11197,Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,2002,14594249022.892239
11198,Belize,BLZ,GDP (current US$),NY.GDP.MKTP.CD,2002,925197950.0
11199,Bermuda,BMU,GDP (current US$),NY.GDP.MKTP.CD,2002,3937228000.0
11200,Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,2002,7905485216.178522
11201,Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,2002,509795270685.1901
11202,Barbados,BRB,GDP (current US$),NY.GDP.MKTP.CD,2002,3106500000.0
11203,Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,2002,5843329107.561711
11204,Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,2002,520849551.5326065
11205,Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,2002,5438857106.735358
11206,Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2002,991387870.1246305
11207,Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,2002,760649334098.0055
11208,Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,2002,528392950952.861
11209,Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,2002,310175772488.1304
11210,Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,2002,6663669064.748201
11211,Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2002,69736811435.13194
11212,China,CHN,GDP (current US$),NY.GDP.MKTP.CD,2002,1470550015077.927
11213,Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,2002,18054384023.119785
11214,Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,2002,12417251815.880106
11215,"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,2002,8728038525.140335
11216,"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,2002,3034251042.0732946
11217,Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,2002,97963003804.7851
11218,Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,2002,425964697.4186643
11219,Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,2002,620974660.2303026
11220,Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,2002,16578820687.220943
11221,Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,2002,36990732762.22255
11222,Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,2002,33590500000.0
11225,Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,2002,11420227884.615385
11226,Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,2002,82196001050.74744
11227,Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,2002,2078484517474.5134
11228,Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,2002,591122039.6013976
11229,Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,2002,333196296.2962963
11230,Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,2002,178635163717.43066
11231,Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,2002,27137508656.852158
11232,Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2002,56760355865.00824
11233,East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,2002,2044199309801.8577
11234,Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,2002,3259894122882.2
11235,East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,2002,7909721655131.027
11236,Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,2002,796768760608.0872
